chr9	40700290	40706537	ENSG00000147926	3.123731503271859e-05
chr9	40760699	40836415	ENSG00000196409	3.123731503271859e-05
chr2	230628553	230787955	ENSG00000153827	0.00015962447606632859
chr2	230222344	230579274	ENSG00000187957	0.00015962447606632859
chr2	230787017	230877825	ENSG00000153832	0.00015962447606632859
chr2	230899697	230933715	ENSG00000163053	0.00015962447606632859
chr2	231032008	231090444	ENSG00000135899	0.00015962447606632859
chr21	30968359	31003067	ENSG00000183653	0.00017427754278923017
chr21	30244512	30257693	ENSG00000156239	0.00017427754278923017
chr21	30428125	30446118	ENSG00000156261	0.00017427754278923017
chr21	30566391	31003071	ENSG00000156273	0.00017427754278923017
chr21	30300465	30365270	ENSG00000198862	0.00017427754278923017
chr21	30376704	30391699	ENSG00000156253	0.00017427754278923017
chr21	30396949	30426809	ENSG00000156256	0.00017427754278923017
chr21	30449791	30548210	ENSG00000156265	0.00017427754278923053
chr16	14165177	14360630	ENSG00000186260	0.0002738122414306599
chr16	14529557	14726585	ENSG00000140694	0.0002738122414306599
chr16	14766404	14788526	ENSG00000069764	0.00027381224143066264
chr16	14726671	14763093	ENSG00000103429	0.0002738122414306654
chr16	14841922	14859270	ENSG00000254852	0.0002738122414306654
chr16	14802800	14820195	ENSG00000224712	0.0002738122414306654
chr16	14564841	14565054	ENSG00000269049	0.0002738122414306654
chr16	14014013	14046202	ENSG00000175595	0.0002738122414306654
chr16	14927537	14990017	ENSG00000103512	0.0002738122414306654
chr1	110210643	110252171	ENSG00000213366	0.00039374387804970017
chr1	110046796	110052360	ENSG00000181754	0.00039374387804970293
chr1	110276553	110284384	ENSG00000134202	0.0003937438780497127
chr1	110881127	110889299	ENSG00000162775	0.00039374387804971405
chr1	110753964	110825722	ENSG00000116396	0.00039374387804971405
chr1	110145888	110155679	ENSG00000134183	0.00039374387804971405
chr1	110158725	110174673	ENSG00000116337	0.00039374387804971405
chr1	110036673	110045554	ENSG00000174151	0.00039374387804971405
chr1	110026100	110035426	ENSG00000162650	0.00039374387804971405
chr1	110009179	110024759	ENSG00000143028	0.00039374387804971405
chr1	110905469	110933704	ENSG00000168679	0.00039374387804971405
chr1	110254863	110318050	ENSG00000134201	0.00039374387804971405
chr1	110082493	110091028	ENSG00000156097	0.00039374387804971405
chr1	110693107	110744824	ENSG00000197106	0.00039374387804971405
chr1	110574198	110617263	ENSG00000143093	0.00039374387804971405
chr1	110198702	110208118	ENSG00000168765	0.00039374387804971405
chr1	110527307	110566357	ENSG00000168710	0.00039374387804971405
chr1	110655061	110656569	ENSG00000186150	0.0003937438780497168
chr1	110602615	110613322	ENSG00000156150	0.0003937438780497168
chr1	110230435	110251661	ENSG00000134184	0.0003937438780497224
chr1	110292701	110306649	ENSG00000198758	0.00039374387804972516
chr1	110452863	110473614	ENSG00000184371	0.00039374387804972516
chr1	110091232	110136975	ENSG00000065135	0.0003937438780497279
chr21	14741930	14745386	ENSG00000256715	0.0007075499437163825
chr21	15051620	15053459	ENSG00000269011	0.0007075499437163825
chr21	14982497	15013906	ENSG00000166351	0.0007075499437163825
chr2	233320832	233324742	ENSG00000163295	0.0007839349181757236
chr2	233243243	233247599	ENSG00000163283	0.0007839349181757244
chr2	233271552	233275424	ENSG00000163286	0.0007839349181757244
chr21	33683328	33765335	ENSG00000142207	0.0008144610115463413
chr21	33765438	33766254	ENSG00000256073	0.0008144610115463413
chr21	33784313	33887707	ENSG00000166979	0.0008144610115463413
chr21	33664123	33687095	ENSG00000170262	0.0008144610115463427
chr21	34106209	34144169	ENSG00000159086	0.0008144610115463427
chr21	34162984	34186053	ENSG00000205929	0.0008144610115463427
chr21	33951131	33984591	ENSG00000265590	0.0008144610115463427
chr21	34001068	34100359	ENSG00000159082	0.0008144610115463427
chr21	33948861	33959683	ENSG00000242220	0.0008144610115463441
chr21	33964388	33985176	ENSG00000159079	0.0008144610115463441
chr9	36833271	37034103	ENSG00000196092	0.0009073542493188697
chr1	103342022	103574052	ENSG00000060718	0.000915985017969425
chr15	102193800	102264807	ENSG00000185418	0.0009522433108040569
chr15	102277301	102285913	ENSG00000259658	0.0009522433108040569
chr15	102345901	102346876	ENSG00000184140	0.0009522433108040569
chr15	102358365	102359350	ENSG00000182854	0.0009522433108040569
chr15	102462244	102463298	ENSG00000177693	0.0009522433108040569
chr15	101811021	101817705	ENSG00000131871	0.0009522433108040569
chr15	101715927	101792137	ENSG00000131873	0.0009522433108040569
chr15	102161846	102192594	ENSG00000184277	0.0009522433108040569
chr15	101840817	102065405	ENSG00000140479	0.0009522433108040583
chr15	101821714	101835487	ENSG00000131876	0.0009522433108040626
chr2	241631261	241637900	ENSG00000184945	0.00095307146760918
chr2	242127923	242164792	ENSG00000146205	0.0009530714676091907
chr2	241858201	241932728	ENSG00000226321	0.0009530714676091907
chr2	241388731	241396131	ENSG00000218416	0.0009530714676091911
chr2	241938254	242034983	ENSG00000162804	0.0009530714676091911
chr2	241624477	241624705	ENSG00000268822	0.0009530714676091911
chr2	241807895	241819919	ENSG00000172482	0.0009530714676091911
chr2	241825464	241836306	ENSG00000172478	0.0009530714676091911
chr2	241375087	241407493	ENSG00000063660	0.0009530714676091911
chr2	242011583	242041747	ENSG00000122085	0.0009530714676091911
chr2	242088990	242123067	ENSG00000115685	0.0009530714676091911
chr2	241526132	241557122	ENSG00000142330	0.0009530714676091911
chr2	241505220	241520789	ENSG00000142327	0.0009530714676091911
chr2	241653180	241759725	ENSG00000130294	0.0009530714676091911
chr2	242045513	242089679	ENSG00000115687	0.0009530714676091914
chr2	242167318	242168850	ENSG00000268485	0.0009530714676091914
chr2	241499470	241503431	ENSG00000188542	0.0009530714676091914
chr2	241615834	241622323	ENSG00000185176	0.0009530714676091918
chr2	241544847	241570676	ENSG00000178623	0.0009530714676091918
chr2	241418838	241508626	ENSG00000144504	0.0009530714676091921
chr7	53103348	53104617	ENSG00000221900	0.0009790003722537034
chr10	64133950	64431771	ENSG00000138311	0.0010526012438221311
chr11	62574368	62599560	ENSG00000162236	0.0010938173988071017
chr11	61957687	61961011	ENSG00000168515	0.0010938173988071127
chr11	62515790	62521660	ENSG00000185670	0.0010938173988071184
chr11	62382767	62389647	ENSG00000149541	0.0010938173988071238
chr11	61717292	61732987	ENSG00000167995	0.0010938173988071238
chr11	62392297	62414104	ENSG00000089597	0.0010938173988071238
chr11	62414319	62420774	ENSG00000185085	0.0010938173988071238
