chr17	58520520	58603580	APPBP2	1	Ensembl	ENSG00000062725	1.2945	1.86E-05
chr16	2097466	2138716	TSC2	0.931517961	Ensembl	ENSG00000103197	1.20585	1.86E-05
chr9	135766735	135820020	TSC1	0.924552594	Ensembl	ENSG00000165699	1.196833333	3.40E-05
chr2	202098166	202152434	CASP8	0.766705292	Ensembl	ENSG00000064012	0.9925	0.000160315
chr22	32149944	32303012	DEPDC5	0.74975323	Ensembl	ENSG00000100150	0.970555556	0.000465243
chr1	2439972	2458039	PANK4	0.712930776	Ensembl	ENSG00000157881	0.922888889	0.000139968
chrX	78426469	78427726	GPR174	0.691386636	Ensembl	ENSG00000147138	0.895	6.05E-05
chr22	31321117	31364284	MORC2	0.634897644	Ensembl	ENSG00000133422	0.821875	0.025517397
chr6	105725440	105850959	PREP	0.622672847	Ensembl	ENSG00000085377	0.80605	0.000290082
chr2	57414773	57486247	GNAS	0.563847045	Ensembl	ENSG00000087460	0.7299	0.001572461
chr3	56654161	56717265	FAM208A	0.559559676	Ensembl	ENSG00000163946	0.72435	0.000361513
chr6	13266774	13328815	TBC1D7	0.55778722	Ensembl	ENSG00000145979	0.722055556	0.000428537
chr18	21083473	21111746	C18orf8	0.556070555	Ensembl	ENSG00000141452	0.719833333	0.000136459
chr15	101142739	101191910	ASB7	0.541908073	Ensembl	ENSG00000183475	0.7015	0.001287048
chr3	172223298	172241297	TNFSF10	0.532080168	Ensembl	ENSG00000121858	0.688777778	0.000450813
chr11	125541417	125551018	ACRV1	0.523411013	Ensembl	ENSG00000134940	0.677555556	0.000530802
chr3	50384761	50388522	NPRL2	0.523325179	Ensembl	ENSG00000114388	0.677444444	0.010856355
chr11	124609742	124617106	NRGN	0.510081112	Ensembl	ENSG00000154146	0.6603	0.001485832
chr14	51706880	51722759	TMX1	0.508561864	Ensembl	ENSG00000139921	0.658333333	0.006548815
chr19	53341261	53360902	ZNF468	0.506287284	Ensembl	ENSG00000204604	0.655388889	0.000739178
chr15	49913177	49937333	DTWD1	0.50515919	Ensembl	ENSG00000104047	0.653928571	0.030003273
chr1	129347613	129350935	NPS	0.504557744	Ensembl	ENSG00000214285	0.65315	0.000310373
chr4	155548097	155674270	LRAT	0.501909789	Ensembl	ENSG00000121207	0.649722222	0.011054589
chr11	18627948	18656338	SPTY2D1	0.487446891	Ensembl	ENSG00000179119	0.631	0.002607206
chr12	49726200	49730971	C1QL4	0.484399812	Ensembl	ENSG00000186897	0.627055556	0.023627864
chr12	14518610	14651697	ATF7IP	0.482860178	Ensembl	ENSG00000171681	0.6250625	0.019185759
chr13	20207788	20247599	MPHOSPH8	0.479915025	Ensembl	ENSG00000196199	0.62125	0.004912621
chr18	12785477	12929642	PTPN2	0.470529162	Ensembl	ENSG00000175354	0.6091	0.009158092
