chr3	178865902	178957881	PIK3CA	1	Ensembl	ENSG00000121879
chr7	140419127	140624564	BRAF	0.991919559	Ensembl	ENSG00000157764
chr12	25357723	25403870	KRAS	0.990684897	Ensembl	ENSG00000133703
chr7	55086714	55324313	EGFR	0.976757106	Ensembl	ENSG00000146648
chr14	105235686	105262088	AKT1	0.971182378	Ensembl	ENSG00000142208
chr2	209100951	209130798	IDH1	0.969823015	Ensembl	ENSG00000138413
chr7	6414154	6443608	RAC1	0.966566176	Ensembl	ENSG00000136238
chr1	115247090	115259515	NRAS	0.955136937	Ensembl	ENSG00000213281
chr3	192514604	192635950	MB21D2	0.949804495	Ensembl	ENSG00000180611
chr2	198254508	198299815	SF3B1	0.939073449	Ensembl	ENSG00000115524
chr8	128747680	128753674	MYC	0.934400396	Ensembl	ENSG00000136997
chr17	37844167	37886679	ERBB2	0.933180756	Ensembl	ENSG00000141736
chr2	57414773	57486247	GNAS	0.924022187	Ensembl	ENSG00000087460
chr8	104310661	104345094	FZD6	0.922089463	Ensembl	ENSG00000164930
chr7	148504475	148581413	EZH2	0.916396005	Ensembl	ENSG00000106462
chr3	41236328	41301587	CTNNB1	0.913837169	Ensembl	ENSG00000168036
chr21	44513066	44527697	U2AF1	0.912173152	Ensembl	ENSG00000160201
chr9	127908852	127952218	PPP6C	0.910837314	Ensembl	ENSG00000119414
chr8	55370495	55373448	SOX17	0.900381933	Ensembl	ENSG00000164736
chr1	153362508	153363664	S100A8	0.898018552	Ensembl	ENSG00000143546
chr17	39273433	39274606	KRTAP4-11	0.896670057	Ensembl	ENSG00000212721
chr19	52693292	52730687	PPP2R1A	0.896175826	Ensembl	ENSG00000105568
chr1	226418850	226497570	LIN9	0.89387792	Ensembl	ENSG00000183814
chr8	107282473	107764922	OXR1	0.892655726	Ensembl	ENSG00000164830
chr1	145289772	145370303	NBPF10	0.888023954	Ensembl	ENSG00000163386
chr8	59717977	60031767	TOX	0.887348016	Ensembl	ENSG00000198846
chr17	39669995	39678781	KRT15	0.887346091	Ensembl	ENSG00000171346
chr2	35973088	36034453	SRC	0.886517367	Ensembl	ENSG00000197122
chr5	218356	256815	SDHA	0.885805347	Ensembl	ENSG00000073578
chr1	123237848	123357972	FGFR2	0.885754503	Ensembl	ENSG00000066468
chr7	56078744	56119297	PSPH	0.885000352	Ensembl	ENSG00000146733
chr8	108911544	109095913	RSPO2	0.884934356	Ensembl	ENSG00000147655
chr6	26199744	26200216	H2BC7	0.882820973	Entrez	8343
chr17	39240459	39241396	KRTAP4-7	0.882763836	Ensembl	ENSG00000240871
chr1	155867599	155881195	RIT1	0.882182929	Ensembl	ENSG00000143622
chr1	235710987	235814054	GNG4	0.881279786	Ensembl	ENSG00000168243
chr2	8992820	9143942	MBOAT2	0.880973392	Ensembl	ENSG00000143797
chr9	70943224	71145977	PGM5	0.878793608	Ensembl	ENSG00000154330
chr8	99114572	99129469	RIDA	0.878499176	synonym found: HRSP12	ENSG00000132541
chr3	195447753	195467994	MUC20	0.874615008	Ensembl	ENSG00000176945
chr14	65472892	65569413	MAX	0.87217375	Ensembl	ENSG00000125952
chr12	50344524	50352664	AQP2	0.871572277	Ensembl	ENSG00000167580
chr3	160212783	160283376	KPNA4	0.87144301	Ensembl	ENSG00000186432
chr3	38179969	38184513	MYD88	0.868574991	Ensembl	ENSG00000172936
chr8	121072019	121384275	COL14A1	0.868506546	Ensembl	ENSG00000187955
chr8	85095022	85834079	RALYL	0.868370523	Ensembl	ENSG00000184672
chr8	52730140	52811735	PCMTD1	0.867925839	Ensembl	ENSG00000168300
chr11	532242	537287	HRAS	0.867175151	Ensembl	ENSG00000174775
chr3	160822484	160971320	NMD3	0.866524757	Ensembl	ENSG00000169251
chr5	43444354	43483995	TMEM267	0.864838963	synonym found: C5orf28	ENSG00000151881
chr1	212113741	212208884	INTS7	0.864070916	Ensembl	ENSG00000143493
chr3	177990720	178562217	KCNMB2	0.863085636	Ensembl	ENSG00000197584
chr1	153175919	153177596	LELP1	0.863009442	Ensembl	ENSG00000203784
chr19	12175514	12192380	ZNF844	0.862979227	Ensembl	ENSG00000223547
chr1	151030234	151040970	MLLT11	0.86249944	Ensembl	ENSG00000213190
chr8	74903587	74941322	LY96	0.862093027	Ensembl	ENSG00000154589
chr7	37945543	38065297	SFRP4	0.861239229	Ensembl	ENSG00000106483
chr2	61975420	62009753	CHRNA4	0.858171897	Ensembl	ENSG00000101204
chr8	110975874	110988076	KCNV1	0.857967581	Ensembl	ENSG00000164794
chr8	131064353	131455906	ASAP1	0.856350818	Ensembl	ENSG00000153317
chr8	143866296	143868008	LY6D	0.854874765	Ensembl	ENSG00000167656
chr11	75897369	75921780	WNT11	0.854171501	Ensembl	ENSG00000085741
