chr10	89622870	89731687	PTEN	1	Ensembl	ENSG00000171862	
chr1	27022524	27108595	ARID1A	0.999829143	Ensembl	ENSG00000117713	
chr17	7565097	7590856	TP53	0.999499182	Ensembl	ENSG00000141510	
chr13	48877887	49056122	RB1	0.999466082	Ensembl	ENSG00000139687	
chr5	112043195	112181936	APC	0.999443401	Ensembl	ENSG00000134982	
chr3	52579368	52719933	PBRM1	0.999359177	Ensembl	ENSG00000163939	
chr3	10182692	10193904	VHL	0.99931914	Ensembl	ENSG00000134086	
chr1	6241329	6269449	RPL22	0.999125125	Ensembl	ENSG00000116251	
chr10	8095567	8117161	GATA3	0.99825543	Ensembl	ENSG00000107485	
chr5	56111401	56191979	MAP3K1	0.997952553	Ensembl	ENSG00000095015	
chrX	44732757	44971847	KDM6A	0.99783368	Ensembl	ENSG00000147050	
chr18	48494410	48611415	SMAD4	0.997816694	Ensembl	ENSG00000141646	
chr2	202098166	202152434	CASP8	0.996776627	Ensembl	ENSG00000064012	
chr3	47057919	47205457	SETD2	0.996705311	Ensembl	ENSG00000181555	
chr5	67511548	67597649	PIK3R1	0.996697786	Ensembl	ENSG00000145675	
chr19	1189406	1228428	STK11	0.996029189	Ensembl	ENSG00000118046	
chr16	68771128	68869451	CDH1	0.994238243	Ensembl	ENSG00000039068	
chr16	67596310	67673086	CTCF	0.994227772	Ensembl	ENSG00000102974	
chr12	49412758	49453557	KMT2D	0.993639298	Ensembl	ENSG00000167548	
chr2	148602086	148688393	ACVR2A	0.993494105	Ensembl	ENSG00000121989	
chr17	29421945	29709134	NF1	0.993176088	Ensembl	ENSG00000196712	
chr17	11924141	12047147	MAP2K4	0.992852826	Ensembl	ENSG00000065559	
chr12	12867992	12875305	CDKN1B	0.992333886	Ensembl	ENSG00000111276	
chr21	36160098	37376965	RUNX1	0.991479547	Ensembl	ENSG00000159216	
chrX	76760356	77041702	ATRX	0.991404722	Ensembl	ENSG00000085224	
chr12	46123448	46301823	ARID2	0.990422039	Ensembl	ENSG00000189079	
chr5	86563705	86687748	RASA1	0.990364567	Ensembl	ENSG00000145715	
chr3	52435029	52444366	BAP1	0.990036547	Ensembl	ENSG00000163930	
chr9	21967751	21995300	CDKN2A	0.988900675	Ensembl	ENSG00000147889	
chr4	153242410	153457253	FBXW7	0.987884166	Ensembl	ENSG00000109670	
chr15	45003675	45011075	B2M	0.987039997	Ensembl	ENSG00000166710	
chr22	29999545	30094587	NF2	0.986546403	Ensembl	ENSG00000186575	
chr3	30647994	30735634	TGFBR2	0.983828814	Ensembl	ENSG00000163513	
chr11	64570982	64578766	MEN1	0.982705794	Ensembl	ENSG00000133895	
chr17	7214643	7218883	GPS2	0.982177429	Ensembl	ENSG00000132522	
chr18	45357922	45457515	SMAD2	0.982077351	Ensembl	ENSG00000175387	
chr16	3115298	3131908	IL32	0.981471064	Ensembl	ENSG00000008517	
chr1	78409740	78444794	FUBP1	0.978795521	Ensembl	ENSG00000162613	
chr9	139388896	139440314	NOTCH1	0.978683227	Ensembl	ENSG00000148400	
chr14	23440383	23451851	AJUBA	0.977341256	Ensembl	ENSG00000129474	
chr4	187508937	187647876	FAT1	0.977150099	Ensembl	ENSG00000083857	
chr19	47421933	47508334	ARHGAP35	0.97676964	Ensembl	ENSG00000160007	
chr16	88636789	88698374	ZC3H18	0.976615965	Ensembl	ENSG00000158545	
chrX	123094062	123556514	STAG2	0.975739481	Ensembl	ENSG00000101972	
chr19	42772689	42799949	CIC	0.975439017	Ensembl	ENSG00000079432	
chr6	29909037	29913661	HLA-A	0.973794649	Ensembl	ENSG00000206503	
chr22	24129150	24176703	SMARCB1	0.972394685	Ensembl	ENSG00000099956	
chr13	46528600	46626894	ZC3H13	0.971729998	Ensembl	ENSG00000123200	
chrX	53220503	53254604	KDM5C	0.970911311	Ensembl	ENSG00000126012	
