chr3	178865902	178957881	PIK3CA	0.9525869755448468
chr7	140419127	140624564	BRAF	0.9346308393725111
chr12	25357723	25403870	KRAS	0.9319054699536872
chr7	55086714	55324313	EGFR	0.9014955212678701
chr14	105235686	105262088	AKT1	0.8894950047805429
chr2	209100951	209130798	IDH1	0.8865835532406535
chr7	6414154	6443608	RAC1	0.8796317036103737
chr1	115247090	115259515	NRAS	0.8554979474852958
chr3	192514604	192635950	MB21D2	0.844377307953294
chr2	198254508	198299815	SF3B1	0.8222652924878612
chr8	128747680	128753674	MYC	0.81274735039691
chr17	37844167	37886679	ERBB2	0.8102742917345404
chr20	57414773	57486247	GNAS	0.7918494896418271
chr8	104310661	104345094	FZD6	0.7879941713254583
chr7	148504475	148581413	EZH2	0.7767034417106597
chr3	41236328	41301587	CTNNB1	0.7716612036313969
chr1	152974223	152976332	SPRR3	0.7686058028776921
chr21	44513066	44527697	U2AF1	0.7683929213925939
chr5	710471	851101	ZDHHC11	0.7682568006357092
chr7	55503749	55640681	VOPP1	0.7679594489109356
chr9	127908852	127952218	PPP6C	0.7657753071583829
chr8	55370495	55373448	SOX17	0.7454747013446674
chr1	153362508	153363664	S100A8	0.7409317008521954
chr17	39273433	39274606	KRTAP4-11	0.7383471170699871
chr19	52693292	52730687	PPP2R1A	0.7374012248459343
chr1	226418850	226497570	LIN9	0.7330130099128505
chr8	107282473	107764922	OXR1	0.7306855139422723
chr20	62526518	62567384	DNAJC5	0.7281287894536224
chr1	145289772	145370303	NBPF10	0.7219057279005143
chr3	170177372	170303863	SLC7A14	0.7211043048979596
chr8	59717977	60031767	TOX	0.7206298331630063
chr17	39669995	39678781	KRT15	0.7206262032868975
chr20	35973088	36034453	SRC	0.7190637901505519
chr5	218356	256815	SDHA	0.7177230442943278
chr10	123237848	123357972	FGFR2	0.7176273618017447
chr7	56078744	56119297	PSPH	0.716209056075718
chr8	108911544	109095913	RSPO2	0.7160850214952823
chr19	49925671	49926698	PTH2	0.7149768174342729
chr3	183353356	183402265	KLHL24	0.7143860971027111
chr8	133697253	133772958	TMEM71	0.7142487929093138
chr6	26199748	26200942	HIST1H2BF	0.7121199477414779
chr17	39240459	39241396	KRTAP4-7	0.7120129332343591
chr1	155867599	155881195	RIT1	0.7109254923402157
chr5	7830491	7851603	C5orf49	0.7108933795197159
chr8	142366600	142377367	GPR20	0.710849205129232
chr1	235710987	235814054	GNG4	0.7092368406364588
chr2	8992820	9143942	MBOAT2	0.7086645146598686
chr1	152647771	152649050	LCE2C	0.7084857115589381
chr8	101585116	101675643	SNX31	0.7075350279756251
chr8	103216730	103251346	RRM2B	0.7059399211953923
chr8	117962512	118188953	SLC30A8	0.7056677402601385
chr9	70943224	71145977	PGM5	0.7046008986650008
chr8	99114572	99129469	HRSP12	0.7040530974316678
chr19	36036497	36038428	TMEM147	0.6953535028687795
chr1	244816237	244872335	DESI2	0.6948600288797118
chr20	51588946	52111869	TSHZ2	0.693024994174608
chr14	65472892	65569413	MAX	0.6923468440534232
chr12	50344524	50352664	AQP2	0.6912399203370894
chr3	160212783	160283376	KPNA4	0.6910021612139582
chr1	206940947	206945839	IL10	0.6902344471920016
chr8	146052849	146072894	ZNF7	0.6893233433581392
chr11	71238313	71239210	KRTAP5-7	0.6873277993219763
chr22	35462129	35483380	ISX	0.686296402655362
chr3	38179969	38184513	MYD88	0.6857398766719783
chr8	121072019	121384275	COL14A1	0.6856145927814388
chr8	85095022	85834079	RALYL	0.685365647990614
chr8	52730140	52811735	PCMTD1	0.6845521924004067
chr3	190023490	190040264	CLDN1	0.6837592866211519
chr11	532242	537287	HRAS	0.6831802994139847
chr3	160822484	160971320	NMD3	0.6819930416261974
chr5	43444354	43483995	C5orf28	0.6789215637666393
chr1	159842154	159869953	CCDC19	0.6777403968299651
chr1	212113741	212208884	INTS7	0.6775249916515055
chr20	62375019	62462597	ZBTB46	0.6773727602141728
chr20	49620193	49639666	KCNG1	0.6763528915501783
chr3	177990720	178562217	KCNMB2	0.6757359723118604
chr1	153175919	153177596	LELP1	0.6755977418283741
chr19	12175514	12192380	ZNF844	0.6755429309094698
chr1	151023447	151042801	CDC42SE1	0.6754997427955097
chr11	69455855	69469242	CCND1	0.6750367726172551
chr1	151030234	151040970	MLLT11	0.674672949469056
chr8	109619079	109799844	TMEM74	0.6742943058652474
chr8	74903587	74941322	LY96	0.6739365477812767
chr7	37945543	38065297	SFRP4	0.6723910940399005
chr8	124780696	124827692	FAM91A1	0.6715802452703409
chr8	144648357	144655141	MROH6	0.6678969895450365
chr8	134203282	134242587	WISP1	0.6678441514226477
chr20	61975420	62009753	CHRNA4	0.6668567054490068
chr8	110975874	110988076	KCNV1	0.6664890454123987
chr8	95261481	95274578	GEM	0.6658947930866346
chr7	155592680	155604967	SHH	0.6658557089567139
chr7	97920963	98030380	BAIAP2L1	0.6657207227513342
chr8	131064353	131455906	ASAP1	0.6635840675205268
chr8	72753784	72756703	MSC	0.6628482055954811
chr8	99076539	99105838	C8orf47	0.6618322344681344
chr8	110346553	110358182	ENY2	0.6612046090086282
chr8	143866296	143868008	LY6D	0.6609386422722083
chr1	155882834	155904191	KIAA0907	0.6607875646081383
chr3	191857184	192485553	FGF12	0.6601704329006506
chr3	184016497	184026842	PSMD2	0.6601411596810725
chr11	75897369	75921780	WNT11	0.6596804898910621
chr20	1422807	1454487	NSFL1C	0.6553581793713881
chr1	225083964	225586996	DNAH14	0.6549280474501571
chr2	61704984	61765761	XPO1	0.6547859765055054
chr3	187439165	187463515	BCL6	0.6538127693480476
chr3	170582664	170588272	RPL22L1	0.6525386586276752
chr3	186330712	186339107	AHSG	0.651911183336361
chr3	169940153	170023769	PRKCI	0.6509086011351296
chr8	68334360	68658620	CPA6	0.6506513392852498
chr2	178092323	178257425	NFE2L2	0.6503951924184919
chr8	125324231	125384933	TMEM65	0.6500874990064548
chr8	97657455	98161882	CPQ	0.6482801722484525
chr8	104410863	104427417	SLC25A32	0.6481610129563613
chr17	47676246	47755596	SPOP	0.6476875391807075
chr1	149754245	149783928	HIST2H2BF	0.6468144691986927
chr1	202317827	202561834	PPP1R12B	0.6463206166857636
chr19	40575059	40596845	ZNF780A	0.6451712485891451
chr8	99439250	99445076	KCNS2	0.644865564076796
chr14	24422795	24438488	DHRS4	0.6444822919395873
chr22	22108789	22221970	MAPK1	0.6442916506402364
chr1	156052364	156109880	LMNA	0.6442607400642016
chr19	10982189	11033453	CARM1	0.6433697383683463
chr8	42552519	42592550	CHRNB3	0.642840763812139
chr11	55029658	55038595	TRIM48	0.6422897278587734
chr8	75896750	75946793	CRISPLD1	0.6422273061619552
chr19	38893775	38899728	FAM98C	0.6400561134928358
chr6	26031817	26032288	HIST1H3B	0.6400537633088103
chr8	140613081	140715299	KCNK9	0.6395479450812429
