chr9	130713043	130887675	ABL1	1	Ensembl	ENSG00000097007
chr17	28719985	28724359	RPL23A	0.987219757	Ensembl	ENSG00000198242
chr11	64316460	64317559	TRMT112	0.985338721	Ensembl	ENSG00000173113
chr19	12922479	12934037	FARSA	0.970236434	Ensembl	ENSG00000179115
chr16	2513952	2520218	ATP6V0C	0.934657758	Ensembl	ENSG00000185883
chr17	80134369	80147151	EIF4A3	0.932732722	Ensembl	ENSG00000141543
chr11	47565430	47573461	PTPMT1	0.930227674	Ensembl	ENSG00000110536
chr11	4094707	4138932	RRM1	0.922220522	Ensembl	ENSG00000167325
chr7	102537918	102572653	POLR2J3	0.906893231	Ensembl	ENSG00000168255
chr13	114234887	114272723	CDC16	0.900897117	Ensembl	ENSG00000130177
chr4	39452587	39458931	RPL9	0.90054711	Ensembl	ENSG00000163682
chr3	124730433	124749273	UMPS	0.895031006	Ensembl	ENSG00000114491
chr1	92832013	92841924	RPL5	0.894896003	Ensembl	ENSG00000122406
chr1	26876132	26890283	GPN2	0.889306897	Ensembl	ENSG00000142751
chr19	10718055	10833488	DNM2	0.888530632	Ensembl	ENSG00000079805
chr8	144078648	144080648	EXOSC4	0.88844688	Ensembl	ENSG00000178896
chr12	110280756	110351093	ATP2A2	0.885376822	Ensembl	ENSG00000174437
chr19	48993562	49015970	RUVBL2	0.884041797	Ensembl	ENSG00000183207
chr12	32679200	32745650	DNM1L	0.87472662	Ensembl	ENSG00000087470
chr16	70246778	70251940	EXOSC6	0.874586617	Ensembl	ENSG00000223496
chr9	92210207	92293854	IARS1	0.871846565	synonym found: IARS	ENSG00000196305
chr20	37983007	38033461	TTI1	0.868546502	Ensembl	ENSG00000101407
chr14	101964573	102056443	DYNC1H1	0.867236477	Ensembl	ENSG00000197102
chr16	89560677	89564542	RPL13	0.861712373	Ensembl	ENSG00000167526
chr6	30345131	30346884	RPP21	0.859556332	Ensembl	ENSG00000241370
chr3	49716844	49723973	GMPPB	0.85892232	Ensembl	ENSG00000173540
chr15	23127066	23136822	GOLGA6L1	0.858823318	Ensembl	ENSG00000197414
chr1	44775251	44778779	RPS8	0.857198787	Ensembl	ENSG00000142937
chr11	119096025	119108331	DPAGT1	0.856726278	Ensembl	ENSG00000172269
chr8	144789765	144792587	RPL8	0.856690277	Ensembl	ENSG00000161016
chr12	32727490	32755897	YARS2	0.851686182	Ensembl	ENSG00000139131
chr15	75639085	75648706	IMP3	0.850416158	Ensembl	ENSG00000177971
chr2	197500140	197503449	HSPE1	0.84896613	Ensembl	ENSG00000115541
chr16	72008588	72027664	DHODH	0.846133077	Ensembl	ENSG00000102967
chr16	70523791	70577670	SF3B3	0.84471605	Ensembl	ENSG00000189091
chr14	22920525	22929408	PRMT5	0.842893015	Ensembl	ENSG00000100462
chr16	30064164	30070457	ALDOA	0.839859957	Ensembl	ENSG00000149925
chr16	85676198	85690073	GINS2	0.837855919	Ensembl	ENSG00000131153
chr22	24555958	24582052	SNRPD3	0.834630858	Ensembl	ENSG00000100028
chr22	23179704	23318037	BCR	0.83316383	Ensembl	ENSG00000186716
chr10	123154402	123170467	BUB3	0.830475779	Ensembl	ENSG00000154473
chr5	181236897	181248096	RACK1	0.828735746	synonym found: GNB2L1	ENSG00000204628
chr17	8247618	8270491	PFAS	0.827695726	Ensembl	ENSG00000178921
chr9	68232003	68300035	CBWD3	0.822245623	Ensembl	ENSG00000196873
chr9	65668805	65734041	CBWD5	0.822245623	Ensembl	ENSG00000147996
chr19	18919705	18929189	DDX49	0.818711806	Ensembl	ENSG00000105671
chr19	5674947	5691875	RPL36	0.817584534	Ensembl	ENSG00000130255
chr2	215311956	215349773	ATIC	0.816801519	Ensembl	ENSG00000138363
chr3	138160988	138174949	DBR1	0.816508371	Ensembl	ENSG00000138231
chr3	113747027	113812056	ATP6V1A	0.815847501	Ensembl	ENSG00000114573
chr3	12834485	12841582	RPL32	0.81472248	Ensembl	ENSG00000144713
chr20	5114953	5126626	PCNA	0.81422747	Ensembl	ENSG00000132646
chr7	102473128	102478922	POLR2J	0.813390454	Ensembl	ENSG00000005075
chr4	151099624	151104642	RPS3A	0.810565401	Ensembl	ENSG00000145425
chr18	79970813	80033949	TXNL4A	0.809898388	Ensembl	ENSG00000141759
chr6	31777518	31795752	VARS1	0.809635383	synonym found: VARS	ENSG00000204394
chr11	67317871	67398410	RAD9A	0.808584363	Ensembl	ENSG00000172613
chr11	60890547	60906585	PRPF19	0.807112835	Ensembl	ENSG00000110107
chr1	108692310	108702928	PRPF38B	0.804115278	Ensembl	ENSG00000134186
chr2	10120698	10211725	RRM2	0.803040258	Ensembl	ENSG00000171848
