chr10	87862638	87971930	PTEN	0.952986979	Ensembl	ENSG00000171862
chr1	26693236	26782104	ARID1A	0.952824154	Ensembl	ENSG00000117713
chr17	7661779	7687538	TP53	0.952509707	Ensembl	ENSG00000141510
chr13	48303744	48599436	RB1	0.952478162	Ensembl	ENSG00000139687
chr5	112707498	112846239	APC	0.952456547	Ensembl	ENSG00000134982
chr3	52545352	52685917	PBRM1	0.952376283	Ensembl	ENSG00000163939
chr3	10141778	10153667	VHL	0.952338129	Ensembl	ENSG00000134086
chr1	6185020	6209389	RPL22	0.952153235	Ensembl	ENSG00000116251
chr10	8045378	8075198	GATA3	0.951324427	Ensembl	ENSG00000107485
chr5	56815549	56896152	MAP3K1	0.951035788	Ensembl	ENSG00000095015
chrX	44873188	45112779	KDM6A	0.950922505	Ensembl	ENSG00000147050
chr18	51028394	51085045	SMAD4	0.950906317	Ensembl	ENSG00000141646
chr2	201233443	201361836	CASP8	0.949915146	Ensembl	ENSG00000064012
chr3	47016428	47164113	SETD2	0.949847184	Ensembl	ENSG00000181555
chr5	68215740	68301821	PIK3R1	0.949840013	Ensembl	ENSG00000145675
chr19	1177558	1228431	STK11	0.949202849	Ensembl	ENSG00000118046
chr16	68737292	68835537	CDH1	0.9474961	Ensembl	ENSG00000039068
chr16	67562467	67639177	CTCF	0.947486122	Ensembl	ENSG00000102974
chr12	49018975	49060794	KMT2D	0.946925313	Ensembl	ENSG00000167548
chr2	147844517	147930826	ACVR2A	0.946786946	Ensembl	ENSG00000121989
chr17	31094927	31382116	NF1	0.946483879	Ensembl	ENSG00000196712
chr17	12020829	12143830	MAP2K4	0.946175816	Ensembl	ENSG00000065559
chr12	12685498	12722369	CDKN1B	0.945681272	Ensembl	ENSG00000111276
chr21	34787801	36004667	RUNX1	0.944867099	Ensembl	ENSG00000159216
chrX	77504880	77786233	ATRX	0.944795792	Ensembl	ENSG00000085224
chr12	45729706	45908040	ARID2	0.943859307	Ensembl	ENSG00000189079
chr5	87267883	87391931	RASA1	0.943804537	Ensembl	ENSG00000145715
chr3	52401008	52410008	BAP1	0.943491938	Ensembl	ENSG00000163930
chr9	21967752	21995301	CDKN2A	0.942409467	Ensembl	ENSG00000147889
chr4	152320544	152536092	FBXW7	0.941440748	Ensembl	ENSG00000109670
chr15	44711358	44718851	B2M	0.940636266	Ensembl	ENSG00000166710
chr22	29603556	29698598	NF2	0.940165877	Ensembl	ENSG00000186575
chr3	30606601	30694142	TGFBR2	0.937576049	Ensembl	ENSG00000163513
chr11	64803510	64811294	MEN1	0.936505826	Ensembl	ENSG00000133895
chr17	7311324	7315564	GPS2	0.936002302	Ensembl	ENSG00000132522
chr18	47808957	47931146	SMAD2	0.935906928	Ensembl	ENSG00000175387
chr16	3065297	3082192	IL32	0.935329145	Ensembl	ENSG00000008517
chr1	77944055	77979110	FUBP1	0.932779387	Ensembl	ENSG00000162613
chr9	136494433	136546048	NOTCH1	0.932672372	Ensembl	ENSG00000148400
chr14	22971177	22982551	AJUBA	0.931393492	Ensembl	ENSG00000129474
chr4	186587794	186726722	FAT1	0.931211321	Ensembl	ENSG00000083857
chr19	46860997	47005077	ARHGAP35	0.930848748	Ensembl	ENSG00000160007
chr16	88570403	88631964	ZC3H18	0.930702298	Ensembl	ENSG00000158545
chrX	123960212	124422664	STAG2	0.929867021	Ensembl	ENSG00000101972
chr19	42268537	42295797	CIC	0.929580682	Ensembl	ENSG00000079432
chr6	29941260	29945884	HLA-A	0.928013621	Ensembl	ENSG00000206503
chr22	23786931	23838009	SMARCB1	0.926679473	Ensembl	ENSG00000099956
chr13	45954465	46052759	ZC3H13	0.926046035	Ensembl	ENSG00000123200
chrX	53176283	53225422	KDM5C	0.925265838	Ensembl	ENSG00000126012
chrX	47145221	47186813	RBM10	0.924897364	Ensembl	ENSG00000182872
chr6	31353872	31367067	HLA-B	0.92413969	Ensembl	ENSG00000234745
chr7	152134922	152436644	KMT2C	0.924068259	Ensembl	ENSG00000055609
chr11	108223044	108369102	ATM	0.919837865	Ensembl	ENSG00000149311
chr1	25818640	25832942	MTFR1L	0.919124642	Ensembl	ENSG00000117640
chrX	136848004	136880764	RBMX	0.918698055	Ensembl	ENSG00000147274
chr12	120978543	121002512	HNF1A	0.915222972	Ensembl	ENSG00000135100
chr1	116514534	116571039	CD58	0.914623846	Ensembl	ENSG00000116815
chr10	68721012	68792377	CCAR1	0.913417959	Ensembl	ENSG00000060339
chr21	41175231	41186788	PLAC4	0.913415835	Ensembl	ENSG00000225745
chr7	36512941	36724549	AOAH	0.90993092	Ensembl	ENSG00000136250
chr12	51951699	51997078	ACVR1B	0.907612837	Ensembl	ENSG00000135503
chr1	23557926	23559501	ID3	0.907217092	Ensembl	ENSG00000117318
chr17	46029916	46225389	KANSL1	0.905412781	Ensembl	ENSG00000120071
chr1	8352397	8848921	RERE	0.903511876	Ensembl	ENSG00000142599
chr6	75252924	75284948	TMEM30A	0.902371436	Ensembl	ENSG00000112697
chr6	113933028	114011308	HDAC2	0.901887936	Ensembl	ENSG00000196591
chr6	156776020	157210779	ARID1B	0.899416271	Ensembl	ENSG00000049618
chr1	92832013	92841924	RPL5	0.899133187	Ensembl	ENSG00000122406
chr11	113797874	113875572	USP28	0.899051384	Ensembl	ENSG00000048028
chr4	41359607	41700044	LIMCH1	0.897830504	Ensembl	ENSG00000064042
chr2	178431292	178451512	PRKRA	0.897384831	Ensembl	ENSG00000180228
chr6	75749201	75919537	MYO6	0.895624315	Ensembl	ENSG00000196586
chr10	806933	931821	LARP4B	0.89348554	Ensembl	ENSG00000107929
chr2	127436207	127526886	IWS1	0.892901388	Ensembl	ENSG00000163166
chr16	3725054	3880713	CREBBP	0.892895134	Ensembl	ENSG00000005339
chr19	48615328	48619184	RPL18	0.891608597	Ensembl	ENSG00000063177
chr10	112950247	113167678	TCF7L2	0.890732289	Ensembl	ENSG00000148737
chr14	68787660	68796253	ZFP36L1	0.889943357	Ensembl	ENSG00000185650
chr17	16029065	16218185	NCOR1	0.889644759	Ensembl	ENSG00000141027
chr15	56918623	57299281	TCF12	0.885477799	Ensembl	ENSG00000140262
chr17	20893392	20896020	CCDC144NL	0.88508707	Ensembl	ENSG00000205212
chr15	41621134	41773081	MGA	0.884277275	Ensembl	ENSG00000174197
chrX	119834022	119852998	UPF3B	0.883764521	Ensembl	ENSG00000125351
chr12	57520710	57530148	MBD6	0.882604495	Ensembl	ENSG00000166987
chr17	58353676	58417595	RNF43	0.881900111	Ensembl	ENSG00000108375
chr17	7243591	7252491	CTDNEP1	0.88147416	Ensembl	ENSG00000175826
chr12	114670255	114684175	TBX3	0.877306768	Ensembl	ENSG00000135111
chr10	73253762	73358864	CFAP70	0.876131213	synonym found: TTC18	ENSG00000156042
chr1	22635077	22639678	C1QA	0.87511795	Ensembl	ENSG00000173372
chr1	85265776	85276632	BCL10	0.872069394	Ensembl	ENSG00000142867
chr16	50742050	50801935	CYLD	0.871992482	Ensembl	ENSG00000083799
chr14	49620799	49623481	MGAT2	0.870989669	Ensembl	ENSG00000168282
chr1	28369582	28500364	PHACTR4	0.869752598	Ensembl	ENSG00000204138
chr6	99397629	99425331	PNISR	0.868178476	Ensembl	ENSG00000132424
chr1	40245947	40251684	TMCO2	0.866853856	Ensembl	ENSG00000188800
chr16	85169525	85676204	GSE1	0.866321207	Ensembl	ENSG00000131149
chr22	41092592	41180077	EP300	0.865888448	Ensembl	ENSG00000100393
chr4	105145875	105279816	TET2	0.865783251	Ensembl	ENSG00000168769
chr12	112026689	112108796	NAA25	0.864887939	Ensembl	ENSG00000111300
chrX	112774503	112840831	AMOT	0.864088278	Ensembl	ENSG00000126016
chr14	55366391	55411830	ATG14	0.863792193	Ensembl	ENSG00000126775
chr1	108692310	108702928	PRPF38B	0.863669484	Ensembl	ENSG00000134186
chr10	58385345	58399220	TFAM	0.863329502	Ensembl	ENSG00000108064
chr5	177131830	177300213	NSD1	0.863069066	Ensembl	ENSG00000165671
chr22	28883572	29057488	ZNRF3	0.863012015	Ensembl	ENSG00000183579
chr2	48440598	48515391	PPP1R21	0.861187733	Ensembl	ENSG00000162869
chr6	32577902	32589848	HLA-DRB1	0.859797076	Ensembl	ENSG00000196126
chr14	102777449	102911500	TRAF3	0.859030779	Ensembl	ENSG00000131323
chr15	44537125	44563029	EIF3J	0.857880398	Ensembl	ENSG00000104131
chrX	40049815	40177329	BCOR	0.855919887	Ensembl	ENSG00000183337
chr15	41408408	41483563	RTF1	0.854616905	Ensembl	ENSG00000137815
chrX	106813871	107000212	MORC4	0.853848994	Ensembl	ENSG00000133131
chr4	82352498	82374503	HNRNPD	0.853517484	Ensembl	ENSG00000138668
chr10	102503972	102633535	SUFU	0.853266033	Ensembl	ENSG00000107882
chr18	58671465	58754477	MALT1	0.852992964	Ensembl	ENSG00000172175
chr16	71281389	71289715	CMTR2	0.851966548	Ensembl	ENSG00000180917
chr6	127968785	128520616	PTPRK	0.851912212	Ensembl	ENSG00000152894
chr3	75678660	75785583	ZNF717	0.851812705	Ensembl	ENSG00000227124
chr1	6634168	6701924	DNAJC11	0.851634244	Ensembl	ENSG00000007923
chr12	6970913	6979936	EMG1	0.850935638	Ensembl	ENSG00000126749
chr14	23372809	23376403	IL25	0.850642389	Ensembl	ENSG00000166090
chr19	17049729	17075625	HAUS8	0.850510736	Ensembl	ENSG00000131351
chr2	229763837	229923239	TRIP12	0.848998805	Ensembl	ENSG00000153827
chr1	35268709	35422058	ZMYM4	0.848401544	Ensembl	ENSG00000146463
chr2	206443532	206621127	ADAM23	0.84837882	Ensembl	ENSG00000114948
chr11	9664077	9752993	SWAP70	0.845640779	Ensembl	ENSG00000133789
chr2	152651593	152718012	PRPF40A	0.845211973	Ensembl	ENSG00000196504
chr5	140647058	140662480	IK	0.845076411	Ensembl	ENSG00000113141
chr2	127701027	127811187	WDR33	0.841935406	Ensembl	ENSG00000136709
chr11	64185272	64204543	STIP1	0.841760893	Ensembl	ENSG00000168439
chr11	8106056	8169055	RIC3	0.840188469	Ensembl	ENSG00000166405
chr9	133061981	133071861	CEL	0.839741767	Ensembl	ENSG00000170835
chrX	70528940	70908711	TEX11	0.837386425	Ensembl	ENSG00000120498
chr22	46684410	46738252	CERK	0.83737879	Ensembl	ENSG00000100422
chr4	88007635	88077777	PKD2	0.836099416	Ensembl	ENSG00000118762
chr2	218264129	218270178	AAMP	0.835982709	Ensembl	ENSG00000127837
chr3	36993350	37050846	MLH1	0.835801422	Ensembl	ENSG00000076242
chr17	50719565	50756219	LUC7L3	0.835310441	Ensembl	ENSG00000108848
chr6	43307134	43369647	ZNF318	0.834293407	Ensembl	ENSG00000171467
chr7	139340359	139423457	LUC7L2	0.83421435	Ensembl	ENSG00000269955
chr6	131573966	131628242	MED23	0.833480286	Ensembl	ENSG00000112282
chr3	50088919	50119021	RBM5	0.831848426	Ensembl	ENSG00000003756
chr17	7561919	7571969	SENP3	0.830715374	Ensembl	ENSG00000161956
chr22	40044817	40335808	TNRC6B	0.830694293	Ensembl	ENSG00000100354
chr1	70205682	70253052	SRSF11	0.83010294	Ensembl	ENSG00000116754
chr15	38252836	38357249	SPRED1	0.829381579	Ensembl	ENSG00000166068
chr13	110712736	110723339	ING1	0.828508097	Ensembl	ENSG00000153487
chr10	88953813	89029605	FAS	0.827583832	Ensembl	ENSG00000026103
chr16	67028984	67101058	CBFB	0.827071488	Ensembl	ENSG00000067955
chr8	22440819	22541142	PPP3CC	0.826803833	Ensembl	ENSG00000120910
chr10	28532493	28623112	WAC	0.826546264	Ensembl	ENSG00000095787
chr7	121325367	121341104	WNT16	0.821882181	Ensembl	ENSG00000002745
chr19	48954815	48961798	BAX	0.821530202	Ensembl	ENSG00000087088
chr20	32358330	32439319	ASXL1	0.820875793	Ensembl	ENSG00000171456
chrX	41085445	41236579	USP9X	0.818521298	Ensembl	ENSG00000124486
chr16	57994676	58000672	ZNF319	0.817400743	Ensembl	ENSG00000166188
chr6	107867756	107958208	SEC63	0.816718284	Ensembl	ENSG00000025796
chr2	224470150	224585397	CUL3	0.816278601	Ensembl	ENSG00000036257
chr17	68511780	68551319	PRKAR1A	0.815962862	Ensembl	ENSG00000108946
chr3	57625454	57693077	DENND6A	0.815585581	Ensembl	ENSG00000174839
chr4	139301446	139420033	NAA15	0.814339066	Ensembl	ENSG00000164134
chr10	21756548	22003769	DNAJC1	0.814143166	Ensembl	ENSG00000136770
chr16	57447425	57461270	COQ9	0.813678928	Ensembl	ENSG00000088682
chr7	30496621	30504841	GGCT	0.8129179	Ensembl	ENSG00000006625
chr1	202007945	202017183	ELF3	0.812899439	Ensembl	ENSG00000163435
chr12	6870935	6889358	SPSB2	0.811792656	Ensembl	ENSG00000111671
chr10	68341107	68407294	RUFY2	0.811468	Ensembl	ENSG00000204130
chr1	16124337	16156069	EPHA2	0.810907226	Ensembl	ENSG00000142627
chr15	92886203	93027996	CHD2	0.810890102	Ensembl	ENSG00000173575
chrX	11758159	11775772	MSL3	0.809233329	Ensembl	ENSG00000005302
chr2	207821288	208025527	PLEKHM3	0.808664033	Ensembl	ENSG00000178385
chr4	112637077	112657696	LARP7	0.807591584	Ensembl	ENSG00000174720
chr2	55287842	55419895	CCDC88A	0.807506194	Ensembl	ENSG00000115355
chr6	80003887	80042527	TTK	0.807451545	Ensembl	ENSG00000112742
chr14	21385194	21456126	CHD8	0.806659135	Ensembl	ENSG00000100888
chr9	95442980	95517057	PTCH1	0.80527296	Ensembl	ENSG00000185920
chr3	58332880	58426127	PXK	0.802789975	Ensembl	ENSG00000168297
chr2	27889941	28338901	BABAM2	0.802374032	synonym found: BRE	ENSG00000158019
chr5	91368631	91383317	ARRDC3	0.802198086	Ensembl	ENSG00000113369
chr4	183099257	183320777	WWC2	0.802175043	Ensembl	ENSG00000151718
chr6	95577485	95609470	MANEA	0.801695311	Ensembl	ENSG00000172469
chr5	171387116	171411810	NPM1	0.801486563	Ensembl	ENSG00000181163
chr12	101745499	101830959	GNPTAB	0.80131795	Ensembl	ENSG00000111670
chr1	202331544	202341984	UBE2T	0.80131466	Ensembl	ENSG00000077152
